,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,BEREA(~1,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
212,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,212,03:40,,,,,"SUB OUT by LEWIS,KENDALL",,,"SUB OUT by LEWIS,KENDALL",2,subbing out,,Centre,kendall lewis,,220
213,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,213,03:24,,,,,"TURNOVER  by RHULE,BONNIE",,,"TURNOVER  by RHULE,BONNIE",2,turnover,,Centre,bonnie rhule,,204
214,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,214,03:22,"STEAL  by SMALL,ZACCHEA",,,,,,,"STEAL  by SMALL,ZACCHEA",2,steal,,berea,,,202
215,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,215,03:15,"MISS LAYUP by LOVELESS,ANNA",,,,,,,"MISS LAYUP by LOVELESS,ANNA",2,layup,missed,berea,anna loveless,,195
216,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,216,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
217,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,217,03:11,"SUB IN by TIPPITT,KELSEY",,,,,,,"SUB IN by TIPPITT,KELSEY",2,subbing in,,berea,kelsey tippitt,,191
218,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,218,03:11,"SUB OUT by LOVELESS,ANNA",,,,,,,"SUB OUT by LOVELESS,ANNA",2,subbing out,,berea,anna loveless,,191
219,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,219,03:08,,,,,"FOUL  by RICE,MADISON",,,"FOUL  by RICE,MADISON",2,foul,,Centre,madison rice,,188
220,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,220,03:08,"MISS FT by SMALL,ZACCHEA",,,,,,,"MISS FT by SMALL,ZACCHEA",2,free throw,missed,berea,zacchea small,,188
221,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,221,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
222,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,222,03:08,"MISS FT by SMALL,ZACCHEA",,,,,,,"MISS FT by SMALL,ZACCHEA",2,free throw,missed,berea,zacchea small,,188
223,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,223,--,,,,,"REBOUND DEF by RICE,MADISON",,,"REBOUND DEF by RICE,MADISON",2,defensive rebound,,Centre,madison rice,,
224,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,224,02:52,,,,,"TURNOVER  by RHULE,BONNIE",,,"TURNOVER  by RHULE,BONNIE",2,turnover,,Centre,bonnie rhule,,172
225,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,225,02:51,"STEAL  by ROGERS,ERICA",,,,,,,"STEAL  by ROGERS,ERICA",2,steal,,berea,,,171
226,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,226,02:51,,,,,"FOUL  by STEWART,ABIGAIL",,,"FOUL  by STEWART,ABIGAIL",2,foul,,Centre,abigail stewart,,171
227,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,227,02:51,"GOOD FT by ROGERS,ERICA",23,,23,,BEREA(~1 23-23 (0),,"GOOD FT by ROGERS,ERICA",2,free throw,good,berea,erica rogers,1,171
228,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,228,02:51,"GOOD FT by ROGERS,ERICA",24 (+1),,23,,BEREA(~1 24-23 (+1),,"GOOD FT by ROGERS,ERICA",2,free throw,good,berea,erica rogers,1,171
229,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,229,02:51,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,171
230,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,230,02:51,,,,,"SUB IN by VANCE,DAY",,,"SUB IN by VANCE,DAY",2,subbing in,,Centre,day vance,,171
231,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,231,02:51,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,171
232,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,232,02:51,,,,,"SUB OUT by RHULE,BONNIE",,,"SUB OUT by RHULE,BONNIE",2,subbing out,,Centre,bonnie rhule,,171
233,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,233,02:45,,,,,"TURNOVER  by RICE,MADISON",,,"TURNOVER  by RICE,MADISON",2,turnover,,Centre,madison rice,,165
234,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,234,02:43,"STEAL  by ROBERTS,JAIME",,,,,,,"STEAL  by ROBERTS,JAIME",2,steal,,berea,,,163
235,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,235,02:41,"MISS 3PTR by ROGERS,ERICA",,,,,,,"MISS 3PTR by ROGERS,ERICA",2,three pointer,missed,berea,erica rogers,,161
236,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,236,--,"REBOUND OFF by ROBERTS,JAIME",,,,,,,"REBOUND OFF by ROBERTS,JAIME",2,offensive rebound,,berea,jaime roberts,,
237,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,237,02:24,"MISS JUMPER by SMALL,ZACCHEA",,,,,,,"MISS JUMPER by SMALL,ZACCHEA",2,jumper,missed,berea,zacchea small,,144
238,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,238,--,"REBOUND OFF by TIPPITT,KELSEY",,,,,,,"REBOUND OFF by TIPPITT,KELSEY",2,offensive rebound,,berea,kelsey tippitt,,
239,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,239,02:19,"GOOD LAYUP by TIPPITT,KELSEY(in the paint)",26 (+3),,23,,BEREA(~1 26-23 (+3),,"GOOD LAYUP by TIPPITT,KELSEY(in the paint)",2,layup,good,berea,kelsey tippitt,2,139
240,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,240,01:55,,,,,"MISS 3PTR by SCHAD,OLIVIA",,,"MISS 3PTR by SCHAD,OLIVIA",2,three pointer,missed,Centre,olivia schad,,115
241,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,241,--,,,,,"REBOUND OFF by GUY,ALEXIS",,,"REBOUND OFF by GUY,ALEXIS",2,offensive rebound,,Centre,alexis guy,,
242,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,242,01:52,"FOUL  by WILLIAMS,BETHANIE",,,,,,,"FOUL  by WILLIAMS,BETHANIE",2,foul,,berea,bethanie williams,,112
243,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,243,01:49,,,,,"MISS JUMPER by VANCE,DAY",,,"MISS JUMPER by VANCE,DAY",2,jumper,missed,Centre,day vance,,109
244,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,244,--,"REBOUND DEF by ROBERTS,JAIME",,,,,,,"REBOUND DEF by ROBERTS,JAIME",2,defensive rebound,,berea,jaime roberts,,
245,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,245,01:26,"GOOD JUMPER by ROGERS,ERICA",28 (+5),,23,,BEREA(~1 28-23 (+5),,"GOOD JUMPER by ROGERS,ERICA",2,jumper,good,berea,erica rogers,2,86
246,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,246,--,"ASSIST  by ROBERTS,JAIME",,,,,,,"ASSIST  by ROBERTS,JAIME",2,assist,,berea,jaime roberts,,
247,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,247,01:09,,,,,"TURNOVER  by ANDREASSEN,CAROLINE",,,"TURNOVER  by ANDREASSEN,CAROLINE",2,turnover,,Centre,caroline andreassen,,69
248,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,248,01:08,"STEAL  by ROGERS,ERICA",,,,,,,"STEAL  by ROGERS,ERICA",2,steal,,berea,,,68
249,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,249,01:06,"GOOD LAYUP by ROGERS,ERICA(in the paint)",30 (+7),,23,,BEREA(~1 30-23 (+7),,"GOOD LAYUP by ROGERS,ERICA(in the paint)",2,layup,good,berea,erica rogers,2,66
250,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,250,01:02,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,62
251,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,251,01:02,,,,,"SUB IN by RHULE,BONNIE",,,"SUB IN by RHULE,BONNIE",2,subbing in,,Centre,bonnie rhule,,62
252,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,252,01:02,,,,,"SUB IN by JUDY,MICHELE",,,"SUB IN by JUDY,MICHELE",2,subbing in,,Centre,michele judy,,62
253,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,253,01:02,,,,,"SUB OUT by RICE,MADISON",,,"SUB OUT by RICE,MADISON",2,subbing out,,Centre,madison rice,,62
254,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,254,01:02,,,,,"SUB OUT by SCHAD,OLIVIA",,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,62
255,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,255,00:51,,,,,"TURNOVER  by JUDY,MICHELE",,,"TURNOVER  by JUDY,MICHELE",2,turnover,,Centre,michele judy,,51
256,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,256,00:50,"STEAL  by TIPPITT,KELSEY",,,,,,,"STEAL  by TIPPITT,KELSEY",2,steal,,berea,,,50
257,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,257,00:31,,,,,"FOUL  by JUDY,MICHELE",,,"FOUL  by JUDY,MICHELE",2,foul,,Centre,michele judy,,31
258,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,258,00:31,"MISS FT by TIPPITT,KELSEY",,,,,,,"MISS FT by TIPPITT,KELSEY",2,free throw,missed,berea,kelsey tippitt,,31
259,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,259,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
260,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,260,00:31,"GOOD FT by TIPPITT,KELSEY",31 (+8),,23,,BEREA(~1 31-23 (+8),,"GOOD FT by TIPPITT,KELSEY",2,free throw,good,berea,kelsey tippitt,1,31
261,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,261,00:31,,,,,"SUB IN by STEWART,ABIGAIL",,,"SUB IN by STEWART,ABIGAIL",2,subbing in,,Centre,abigail stewart,,31
262,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,262,00:31,,,,,"SUB OUT by JUDY,MICHELE",,,"SUB OUT by JUDY,MICHELE",2,subbing out,,Centre,michele judy,,31
263,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,263,00:15,,31 (+6),,25,"GOOD JUMPER by STEWART,ABIGAIL",CENTRE-W 31-25 (+6),,"GOOD JUMPER by STEWART,ABIGAIL",2,jumper,good,Centre,abigail stewart,2,15
264,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,264,--,,,,,"ASSIST  by RHULE,BONNIE",,,"ASSIST  by RHULE,BONNIE",2,assist,,Centre,bonnie rhule,,
265,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,265,00:02,"MISS 3PTR by ROGERS,ERICA",,,,,,,"MISS 3PTR by ROGERS,ERICA",2,three pointer,missed,berea,erica rogers,,2
266,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,266,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
267,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,267,Start Period 3,,,,,,,,,3,,,,,,
268,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,268,10:00,"SUB IN by ROGERS,ERICA",,,,,,,"SUB IN by ROGERS,ERICA",3,subbing in,,berea,erica rogers,,600
269,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,269,10:00,"SUB OUT by BARNARD,KILEY",,,,,,,"SUB OUT by BARNARD,KILEY",3,subbing out,,berea,kiley barnard,,600
270,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,270,09:51,"GOOD 3PTR by ROGERS,ERICA",34 (+9),,25,,BEREA(~1 34-25 (+9),,"GOOD 3PTR by ROGERS,ERICA",3,three pointer,good,berea,erica rogers,3,591
271,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,271,--,"ASSIST  by WILLIAMS,ADRIANA",,,,,,,"ASSIST  by WILLIAMS,ADRIANA",3,assist,,berea,adriana williams,,
272,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,272,09:37,,34 (+7),,27,"GOOD LAYUP by JUDY,MICHELE(in the paint)",CENTRE-W 34-27 (+7),,"GOOD LAYUP by JUDY,MICHELE(in the paint)",3,layup,good,Centre,michele judy,2,577
273,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,273,--,,,,,"ASSIST  by GUY,ALEXIS",,,"ASSIST  by GUY,ALEXIS",3,assist,,Centre,alexis guy,,
274,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,274,09:13,"MISS LAYUP by TIPPITT,KELSEY",,,,,,,"MISS LAYUP by TIPPITT,KELSEY",3,layup,missed,berea,kelsey tippitt,,553
275,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,275,--,,,,,"REBOUND DEF by MCKNIGHT,KAITLYN",,,"REBOUND DEF by MCKNIGHT,KAITLYN",3,defensive rebound,,Centre,kaitlyn mcknight,,
276,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,276,08:53,,34 (+4),,30,"GOOD 3PTR by MOORE,KATIE",CENTRE-W 34-30 (+4),,"GOOD 3PTR by MOORE,KATIE",3,three pointer,good,Centre,katie moore,3,533
277,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,277,--,,,,,"ASSIST  by JUDY,MICHELE",,,"ASSIST  by JUDY,MICHELE",3,assist,,Centre,michele judy,,
278,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,278,08:25,"TURNOVER  by ROGERS,ERICA",,,,,,,"TURNOVER  by ROGERS,ERICA",3,turnover,,berea,erica rogers,,505
279,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,279,08:24,,,,,"STEAL  by GUY,ALEXIS",,,"STEAL  by GUY,ALEXIS",3,steal,,Centre,,,504
280,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,280,08:22,,34 (+2),,32,"GOOD LAYUP by GUY,ALEXIS(in the paint)",CENTRE-W 34-32 (+2),,"GOOD LAYUP by GUY,ALEXIS(in the paint)",3,layup,good,Centre,alexis guy,2,502
281,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,281,08:00,"GOOD LAYUP by WILLIAMS,ADRIANA(in the paint)",36 (+4),,32,,BEREA(~1 36-32 (+4),,"GOOD LAYUP by WILLIAMS,ADRIANA(in the paint)",3,layup,good,berea,adriana williams,2,480
282,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,282,07:38,,,,,"MISS LAYUP by JUDY,MICHELE",,,"MISS LAYUP by JUDY,MICHELE",3,layup,missed,Centre,michele judy,,458
283,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,283,--,,,,,"REBOUND OFF by MCKNIGHT,KAITLYN",,,"REBOUND OFF by MCKNIGHT,KAITLYN",3,offensive rebound,,Centre,kaitlyn mcknight,,
284,7,berea,Berea,Centre,52-61,52,61,"13, 12, 16, 11, 52","16, 15, 12, 18, 61",13,12,16,11,52,16,15,12,18,61,1-6,3-4,12/02/15,Lose,248,No Location Recorded,8:30 PM,H,284,07:34,,36 (+2),,34,"GOOD LAYUP by MCKNIGHT,KAITLYN(in the paint)",CENTRE-W 36-34 (+2),,"GOOD LAYUP by MCKNIGHT,KAITLYN(in the paint)",3,layup,good,Centre,kaitlyn mcknight,2,454
