,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENW,Away Team Score,Play Team Indicator,Home Team Score,OUW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
419,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,419,--,,,,,"REBOUND OFF by BUCK,EMILY",,,"REBOUND OFF by BUCK,EMILY",2,offensive rebound,,oglethorpe,emily buck,,
420,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,420,02:12,"FOUL  by MOORE,HILLARY",,,,,,,"FOUL  by MOORE,HILLARY",2,foul,,Centre,hillary moore,,132
421,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,421,02:12,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,132
422,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,422,02:09,,,,,"MISS JUMPER by WILLIAMS,KALIN",,,"MISS JUMPER by WILLIAMS,KALIN",2,jumper,missed,oglethorpe,kalin williams,,129
423,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,423,--,"REBOUND DEF by BENHAM,CHELSEA",,,,,,,"REBOUND DEF by BENHAM,CHELSEA",2,defensive rebound,,Centre,chelsea benham,,
424,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,424,01:49,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",2,jumper,missed,Centre,paige baechle,,109
425,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,425,--,"REBOUND OFF by BENHAM,CHELSEA",,,,,,,"REBOUND OFF by BENHAM,CHELSEA",2,offensive rebound,,Centre,chelsea benham,,
426,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,426,01:39,"TURNOVER  by HARTLAGE,MAGGIE",,,,,,,"TURNOVER  by HARTLAGE,MAGGIE",2,turnover,,Centre,maggie hartlage,,99
427,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,427,01:39,,,,,"STEAL  by WILLIAMS,KALIN",,,"STEAL  by WILLIAMS,KALIN",2,steal,,oglethorpe,,,99
428,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,428,01:27,,,,,"TURNOVER  by BUCK,EMILY",,,"TURNOVER  by BUCK,EMILY",2,turnover,,oglethorpe,emily buck,,87
429,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,429,01:26,"STEAL  by HARTLAGE,MAGGIE",,,,,,,"STEAL  by HARTLAGE,MAGGIE",2,steal,,Centre,,,86
430,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,430,01:00,"TURNOVER  by BENHAM,CHELSEA",,,,,,,"TURNOVER  by BENHAM,CHELSEA",2,turnover,,Centre,chelsea benham,,60
431,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,431,00:47,,,,,"FOUL  by GILES,SARAH",,,"FOUL  by GILES,SARAH",2,foul,,oglethorpe,sarah giles,,47
432,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,432,00:47,,,,,"TURNOVER  by GILES,SARAH",,,"TURNOVER  by GILES,SARAH",2,turnover,,oglethorpe,sarah giles,,47
433,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,433,00:47,,,,,"SUB IN by CULPEPPER,KENDELLE",,,"SUB IN by CULPEPPER,KENDELLE",2,subbing in,,oglethorpe,kendelle culpepper,,47
434,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,434,00:47,,,,,"SUB IN by JENKINS,KYANA",,,"SUB IN by JENKINS,KYANA",2,subbing in,,oglethorpe,kyana jenkins,,47
435,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,435,00:47,,,,,"SUB OUT by BLECKLEY,ALI",,,"SUB OUT by BLECKLEY,ALI",2,subbing out,,oglethorpe,ali bleckley,,47
436,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,436,00:47,,,,,"SUB OUT by GILES,SARAH",,,"SUB OUT by GILES,SARAH",2,subbing out,,oglethorpe,sarah giles,,47
437,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,437,00:31,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",2,jumper,missed,Centre,paige baechle,,31
438,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,438,--,,,,,"REBOUND DEF by BUCK,EMILY",,,"REBOUND DEF by BUCK,EMILY",2,defensive rebound,,oglethorpe,emily buck,,
439,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,439,00:17,,46 (+6),,40,"GOOD LAYUP by WILLIAMS,KALIN(in the paint)",OUW 46-40 (+6),,"GOOD LAYUP by WILLIAMS,KALIN(in the paint)",2,layup,good,oglethorpe,kalin williams,2,17
